class,amount-observed,amount-collected,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,articles,articles-top,page,internet-mentions,twitter-mentions,region,population,habitat
e,2785,2073,f,y,r,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,18.0,10.0,3171,8830,6012,af,y,d
p,3386,2083,x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,18.0,10.0,2943,8393,5904,as,v,d
p,2964,2332,f,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,17.0,10.0,1416,12506,8327,au,v,p
p,3150,2172,f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,7.0,3.0,1793,11051,7227,au,y,d
p,2711,1839,x,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,16.0,10.0,418,9843,7209,sa,y,p
e,2537,1717,f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,12.0,8.0,3241,8737,6551,sa,y,d
e,3373,2274,f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,8.0,5.0,2037,15446,9725,af,y,u
e,3259,2322,f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,17.0,10.0,44,15581,9113,as,s,g
p,545,388,f,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,11.0,6.0,2554,12336,9236,au,v,l
e,3220,2480,f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,3.0,2.0,3228,6786,4538,sa,s,g
e,3114,2189,x,y,u,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,18.0,10.0,986,14219,9929,sa,v,d
p,2533,1635,x,s,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,19.0,12.0,479,14035,8481,sa,s,d
e,3229,2304,b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,3.0,2.0,2861,8929,6070,na,n,m
p,2136,1339,f,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,8.0,4.0,3195,6265,4308,na,v,l
p,4038,2901,k,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,7.0,4.0,742,8851,5992,sa,v,l
e,4479,2933,f,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,12.0,7.0,1234,12573,8897,au,a,g
p,2833,1654,k,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,14.0,7.0,976,14203,10103,au,v,d
e,4094,2998,f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,14.0,9.0,3423,14086,10170,na,s,g
p,1737,1292,f,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,5.0,3.0,3791,5296,3761,as,v,m
e,3601,2563,f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,14.0,9.0,2937,9470,6521,au,y,d
p,2882,2001,x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,4.0,2.0,1896,8250,5621,as,y,d
e,3331,2213,f,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,7.0,5.0,1724,11906,9033,au,y,d
e,2018,1544,f,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,18.0,11.0,764,10274,6772,au,s,g
e,3567,?,x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,1.0,1.0,3712,15730,10148,as,a,g
p,2533,1858,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,5.0,3.0,1144,7301,5009,af,v,d
p,2607,1876,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,14.0,9.0,2879,7310,4908,as,y,d
p,2037,1497,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,9.0,5.0,2972,6469,4407,sa,y,d
p,1349,1024,k,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,1.0,1.0,2958,10560,7949,na,v,l
p,2694,1765,f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,2.0,1.0,2243,13861,10211,sa,s,u
e,2263,1454,x,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,2.0,1.0,78,8885,6288,au,v,d
e,2822,1875,x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,17.0,9.0,916,10743,7020,as,n,m
p,1829,1386,x,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,6.0,3.0,331,8934,6481,af,v,d
e,4229,2998,x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,1.0,1.0,1842,8471,6358,sa,s,m
p,2712,1934,x,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,8.0,5.0,3753,12780,9327,sa,v,g
e,2402,1664,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,7.0,4.0,811,10878,7189,eu,c,l
p,3555,2452,x,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,10.0,7.0,3003,9267,6882,au,v,l
p,2753,2030,x,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,12.0,8.0,3089,8497,6045,eu,s,g
e,3238,2474,f,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,4.0,2.0,2206,15355,10312,sa,v,d
e,3446,2272,f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,18.0,9.0,3528,11888,8672,sa,s,g
e,2207,1581,x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,0.0,0.0,2662,13585,9014,au,v,d
e,2826,1962,x,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,3.0,2.0,671,12587,9263,na,y,d
e,2248,1685,f,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,13.0,8.0,810,10388,7094,eu,y,d
e,2563,1851,x,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,12.0,6.0,781,10630,7664,eu,v,p
e,2843,1842,f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,11.0,8.0,3299,8934,6496,sa,s,g
p,2113,1613,x,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,11.0,8.0,3692,13553,8126,au,v,d
e,3960,?,f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,4.0,2.0,2984,11858,9086,af,v,d
e,3082,1899,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,5.0,3.0,2620,7835,4690,na,v,d
e,2705,1705,f,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,13.0,7.0,32,11481,8644,af,v,d
p,5476,4382,k,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,13.0,8.0,2688,10241,7099,eu,v,p
p,3052,2054,k,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,5.0,3.0,1085,9897,6789,na,v,l
p,926,599,x,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,19.0,12.0,3580,14671,9714,au,c,d
p,3502,2443,x,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,1.0,1.0,2593,6411,5445,na,v,d
e,3197,2254,f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,2.0,1.0,2920,12973,9470,as,s,g
e,2848,2020,f,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,15.0,8.0,3511,9916,7022,as,v,d
p,3216,2721,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,5.0,3.0,3152,10112,6985,sa,v,p
p,2633,1820,k,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,0.0,0.0,2404,12761,9083,na,v,p
p,4458,3085,f,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,11.0,7.0,1774,14524,9988,sa,v,g
p,3507,2488,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,10.0,7.0,3072,14024,10494,au,y,g
p,2828,1894,f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,9.0,6.0,1012,14758,9961,sa,y,g
e,2872,2143,x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,10.0,6.0,2322,13437,8250,au,s,g
e,2822,1853,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,16.0,9.0,1916,17313,12831,na,n,m
p,4138,2650,k,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,9.0,6.0,239,11102,7611,sa,v,d
p,3434,2061,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,1.0,1.0,520,12796,8865,au,s,u
e,3429,2473,x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,7.0,4.0,286,12659,7729,au,a,g
e,2411,1588,x,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,4.0,2.0,1674,8193,5576,sa,v,d
e,3053,2205,f,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,10.0,6.0,3171,10583,8007,eu,a,g
p,2158,1492,x,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,13.0,8.0,793,7339,5272,sa,v,g
e,3661,2466,x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,18.0,11.0,1342,8972,6525,na,v,d
p,1879,1322,f,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,5.0,2.0,3734,6806,4888,na,s,g
p,1909,1291,k,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,3.0,2.0,1740,9824,7258,eu,v,d
p,3531,2546,x,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,16.0,10.0,1342,10993,8608,na,v,p
e,2931,2030,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,2.0,1.0,1979,11755,8792,eu,y,p
p,3637,2656,x,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,8.0,4.0,3368,9831,6765,as,v,p
e,3555,2325,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,13.0,8.0,1219,11656,7214,na,y,g
e,3096,2029,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,2.0,1.0,1733,15206,11101,au,v,l
p,2454,1965,x,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,2.0,1.0,1542,12520,7545,eu,v,l
p,1903,1308,f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,1.0,1.0,3632,14818,10081,as,v,d
p,2712,1848,x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,14.0,10.0,18,11082,7831,sa,y,g
p,1658,1061,k,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,14.0,8.0,559,5284,3196,sa,v,p
e,2453,1737,x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,8.0,5.0,2889,4118,3009,sa,v,u
e,3753,2485,b,y,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,7.0,4.0,2095,11954,8317,as,y,d
e,1800,1299,x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,9.0,6.0,1332,11088,8189,na,v,d
e,3627,2690,f,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,15.0,9.0,274,14137,10563,as,v,d
e,2151,1579,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,15.0,9.0,2548,9495,6217,au,s,p
e,3285,2177,x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,4.0,3.0,3435,13523,9365,as,a,g
p,3065,2016,x,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,0.0,0.0,1332,15488,11375,as,v,p
p,2510,1761,x,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,8.0,4.0,2625,3766,2630,au,v,u
e,2270,1531,x,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,18.0,11.0,2502,9144,5985,na,y,d
e,2453,1872,f,y,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,11.0,7.0,2605,13164,9552,as,y,d
p,2374,1791,x,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,2.0,1.0,2324,13472,8810,na,v,d
e,1883,1296,f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,8.0,5.0,1468,17485,11693,sa,v,d
p,2769,1909,x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,0.0,0.0,2021,5921,4001,sa,y,p
e,3832,2805,x,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,1.0,1.0,3541,13924,9068,au,v,d
p,3327,2293,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,11.0,7.0,2723,6378,4417,af,y,g
p,3177,2238,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,9.0,5.0,2102,17080,12834,au,y,d
p,3268,2420,f,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,17.0,11.0,1345,11937,7980,as,y,d
p,3659,2422,x,s,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,10.0,6.0,1159,6764,4877,au,s,d
e,3332,2748,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,11.0,6.0,925,13496,7979,na,s,g
e,4046,3217,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,2.0,1.0,432,15710,11153,na,v,l
e,3856,2924,x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,14.0,8.0,3423,13307,8926,as,v,d
e,2946,1994,b,s,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,1.0,1.0,2760,7499,5052,na,n,g
p,2345,1564,k,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,8.0,4.0,1177,15825,11496,as,v,l
p,3983,2899,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,6.0,4.0,2110,8481,5874,as,v,p
p,2963,2220,f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,10.0,5.0,2736,9887,6984,as,y,d
p,3033,2107,x,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,1.0,1.0,1556,8995,6467,as,v,p
p,1541,984,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,17.0,8.0,1025,7731,5466,sa,v,u
e,3300,2179,f,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,13.0,7.0,597,14159,10542,af,v,d
e,2585,1608,x,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,14.0,7.0,2783,11184,7304,af,a,g
p,2991,2225,x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,14.0,9.0,3210,8557,6345,au,v,d
e,3660,2511,x,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,3.0,2.0,3219,7409,4412,as,v,d
e,3280,2337,x,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,1.0,1.0,2972,6020,4844,sa,v,d
e,3536,2339,x,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,2.0,1.0,1182,14127,9355,au,y,d
e,2332,1690,x,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,19.0,10.0,1110,12989,9239,af,s,g
e,2016,1331,x,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,12.0,8.0,96,14636,9185,na,y,d
p,2367,1824,f,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,7.0,4.0,752,11917,9097,na,v,p
p,3707,2662,k,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,2.0,1.0,2685,13482,8572,na,v,p
p,4292,3213,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,5.0,3.0,2984,14892,10332,sa,v,g
e,2844,1863,x,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,16.0,11.0,1639,8386,5970,sa,s,g
p,2777,1920,x,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,0.0,0.0,854,15216,10541,af,v,p
e,4436,3257,x,s,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,6.0,4.0,3293,6208,4365,as,n,g
p,3447,2474,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,11.0,7.0,3692,9256,6403,as,s,u
p,2196,1501,f,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,16.0,10.0,42,9104,7184,sa,v,l
p,2950,2033,k,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,9.0,6.0,2603,13439,10236,sa,v,p
e,2960,1998,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,13.0,7.0,52,8811,6167,as,y,p
p,958,717,k,y,c,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,2.0,1.0,3165,9495,6585,af,c,d
p,2107,1480,f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,14.0,8.0,2551,10977,8054,eu,v,p
e,3032,2092,x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,3.0,2.0,899,10484,7958,na,v,d
e,1760,1160,x,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,15.0,8.0,378,12060,8520,na,a,g
p,3577,2528,b,y,w,t,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,4.0,2.0,1571,14303,11027,na,c,l
e,3326,2449,x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,17.0,10.0,768,10429,6296,af,y,d
e,3356,2929,x,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,4.0,2.0,804,12388,8817,af,v,d
p,2611,2110,x,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,11.0,7.0,444,6836,4634,na,s,g
e,2689,2043,f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,19.0,12.0,2347,8468,5853,sa,s,g
p,2818,1962,f,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,1.0,1.0,3001,13990,10069,au,v,d
p,2773,2177,x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,15.0,8.0,807,9665,7304,eu,y,d
p,3488,2579,f,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,3.0,2.0,2263,10872,8136,na,v,l
e,3324,2403,x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,3.0,1.0,208,9654,6737,na,v,d
e,958,608,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,4.0,2.0,3557,9189,6587,eu,s,m
e,2453,1635,x,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,15.0,9.0,1126,14320,10411,na,a,g
p,1629,992,x,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,0.0,0.0,1846,11641,8153,eu,v,d
p,2425,1723,k,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,6.0,3.0,1438,9592,6540,na,v,d
p,2362,1622,f,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,1.0,1.0,3472,9417,5981,af,v,g
p,1796,1202,x,y,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,1.0,1.0,3105,10930,7464,af,v,d
e,3123,2397,x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,4.0,2.0,1347,7680,5267,na,y,d
p,4446,3687,f,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,1.0,1.0,2759,10319,7485,na,v,p
e,3319,2067,x,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,6.0,3.0,1150,5755,4316,eu,y,d
p,2677,1817,k,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,9.0,5.0,1781,10991,7651,au,v,p
e,3254,2387,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,2.0,1.0,2722,10626,8077,af,v,l
e,3127,1970,f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,3.0,2.0,423,4878,3443,eu,a,g
p,1203,830,k,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,17.0,11.0,415,8732,6465,af,v,l
p,3099,2410,x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,18.0,10.0,417,12019,8768,as,v,d
e,3245,1989,f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,8.0,4.0,3285,10626,7095,af,v,d
p,3728,2871,x,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,10.0,6.0,2099,12292,8434,na,v,d
e,3223,1984,x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,9.0,6.0,3813,9569,5971,eu,v,d
e,3326,2320,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,9.0,5.0,3736,14787,10967,na,s,m
e,2516,1532,b,f,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,13.0,8.0,2366,11809,7953,sa,n,g
p,2639,2214,x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,9.0,6.0,2729,11220,7959,na,v,g
e,3239,2351,f,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,13.0,8.0,2509,10812,9122,as,a,g
e,2351,1633,b,f,w,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,2.0,1.0,3260,13871,8576,eu,s,g
p,3357,2281,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,7.0,4.0,2270,7365,4917,au,y,d
p,1964,1505,f,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,7.0,4.0,1502,10298,7654,au,v,d
e,3791,2986,x,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,1.0,1.0,1559,9021,6451,na,y,d
p,3390,2437,k,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,0.0,0.0,2075,7816,5617,sa,v,d
e,2161,1289,x,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,6.0,4.0,689,12469,8480,au,y,d
p,2608,1769,f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,7.0,4.0,746,7398,5361,as,v,d
p,4225,3028,x,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,11.0,6.0,2473,11683,7838,af,v,l
p,3699,2556,x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,8.0,6.0,1654,9119,6555,na,v,d
p,4056,2802,f,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,15.0,8.0,1897,14086,9966,au,s,u
e,1895,1043,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,12.0,6.0,2104,6826,4574,as,v,l
p,4546,3277,f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,15.0,9.0,570,9509,7194,as,y,d
p,3591,2722,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,7.0,4.0,3052,15729,10250,af,y,g
e,3576,2657,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,13.0,9.0,350,9356,6601,eu,s,p
e,2194,1648,x,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,14.0,9.0,180,11319,7421,au,y,d
p,2866,1648,x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,13.0,9.0,635,10154,6985,au,y,g
p,2423,1793,f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,14.0,6.0,1560,12810,9508,au,v,l
p,3827,2932,x,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,18.0,11.0,103,16783,11987,sa,v,d
e,2717,1916,f,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,14.0,7.0,2610,12758,8015,na,y,d
p,2886,1979,f,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,12.0,8.0,1937,13041,9951,eu,v,l
p,2717,1937,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,8.0,5.0,2554,8306,6276,sa,v,u
p,2996,1886,x,y,n,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,1.0,1.0,1573,14034,9341,sa,c,d
e,2809,2167,f,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,4.0,2.0,484,8449,5789,as,s,g
e,4276,3278,f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,10.0,5.0,1455,11057,7094,as,y,d
p,3954,2536,f,y,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,1.0,1.0,3038,11100,8139,na,v,d
p,2553,1918,f,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,6.0,4.0,602,14739,10719,au,v,d
p,2905,1802,x,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,2.0,1.0,2208,14820,11044,au,v,d
p,4411,2626,x,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,5.0,3.0,3202,12375,8155,eu,s,g
e,3400,2346,x,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,14.0,8.0,1014,8783,5604,na,s,g
e,3587,2697,x,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,17.0,10.0,655,11971,8184,af,v,d
p,4266,3169,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,1.0,1.0,2022,10904,8135,sa,y,g
e,3445,2384,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,7.0,5.0,3477,10063,7884,eu,n,g
e,2264,1670,x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,3.0,2.0,2304,9066,6194,as,v,d
p,3202,2189,x,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,3.0,1.0,2444,11846,8991,na,v,l
p,2516,1689,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,2.0,1.0,665,16454,11748,af,y,d
p,4173,2789,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,11.0,6.0,1777,13136,9029,as,v,p
